日付,ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
2026-03-19,SC20260319-0201,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.10,1020.6,800,0.01100,89.05,FALSE
2026-03-19,SC20260319-0202,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.12,1020.8,801,0.01100,89.05,FALSE
2026-03-19,SC20260319-0203,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.15,1021.0,802,0.01100,89.05,FALSE
2026-03-19,SC20260319-0204,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.00,1021.2,803,0.01100,89.05,FALSE
2026-03-19,SC20260319-0205,500m,試作品,YC-08,28.20,50.9,0.900,120.00,122.03,1021.4,804,0.01100,89.05,FALSE
2026-03-19,SC20260319-0206,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.05,1021.6,805,0.01100,89.05,FALSE
2026-03-19,SC20260319-0207,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.08,1021.8,806,0.01100,89.05,FALSE
2026-03-19,SC20260319-0208,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.10,1020.2,807,0.01100,89.05,FALSE
2026-03-19,SC20260319-0209,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.12,1020.4,808,0.01100,89.05,FALSE
2026-03-19,SC20260319-0210,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.15,1020.6,809,0.01100,89.07,FALSE
2026-03-19,SC20260319-0211,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.00,1020.8,810,0.01100,89.05,FALSE
2026-03-19,SC20260319-0212,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.03,1021.0,811,0.01100,89.05,FALSE
2026-03-19,SC20260319-0213,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.05,1021.2,812,0.01100,89.05,FALSE
2026-03-19,SC20260319-0214,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.08,1021.4,813,0.01100,89.05,FALSE
2026-03-19,SC20260319-0215,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.10,1021.6,814,0.01100,89.05,FALSE
2026-03-19,SC20260319-0216,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.12,1021.8,815,0.01100,89.05,FALSE
2026-03-19,SC20260319-0217,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.15,1020.2,816,0.01100,89.05,FALSE
2026-03-19,SC20260319-0218,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.00,1020.4,817,0.01100,89.05,FALSE
2026-03-19,SC20260319-0219,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.03,1020.6,818,0.01100,89.05,FALSE
2026-03-19,SC20260319-0220,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.05,1020.8,819,0.01100,89.05,FALSE
2026-03-20,SC20260320-0001,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.00,1020.2,820,0.01100,89.05,FALSE
2026-03-20,SC20260320-0002,1000m,試作品,YC-08,28.21,50.6,0.902,120.02,122.03,1020.4,821,0.01100,89.05,FALSE
2026-03-20,SC20260320-0003,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.05,1020.6,822,0.01100,89.05,FALSE
2026-03-20,SC20260320-0004,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.08,1020.8,823,0.01100,89.05,FALSE
2026-03-20,SC20260320-0005,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.10,1021.0,824,0.01100,89.05,FALSE
2026-03-20,SC20260320-0006,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.12,1021.2,825,0.01100,89.05,FALSE
2026-03-20,SC20260320-0007,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.15,1021.4,826,0.01100,89.05,FALSE
2026-03-20,SC20260320-0008,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.00,1021.6,827,0.01100,89.05,FALSE
2026-03-20,SC20260320-0009,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.03,1021.8,828,0.01100,89.07,FALSE
2026-03-20,SC20260320-0010,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.05,1020.2,829,0.01100,89.05,FALSE
2026-03-20,SC20260320-0011,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.08,1020.4,830,0.01100,89.05,FALSE
2026-03-20,SC20260320-0012,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.10,1020.6,831,0.01100,89.05,FALSE
2026-03-20,SC20260320-0013,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.12,1020.8,832,0.01100,89.05,FALSE
2026-03-20,SC20260320-0014,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.15,1021.0,833,0.01100,89.05,FALSE
2026-03-20,SC20260320-0015,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.00,1021.2,834,0.01100,89.05,FALSE
2026-03-20,SC20260320-0016,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.03,1021.4,835,0.01100,89.05,FALSE
2026-03-20,SC20260320-0017,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.05,1021.6,836,0.01100,89.05,FALSE
2026-03-20,SC20260320-0018,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.08,1021.8,837,0.01100,89.05,FALSE
2026-03-20,SC20260320-0019,1200m,試作品,YC-08,28.20,50.8,0.904,120.00,122.10,1020.2,838,0.01100,89.05,FALSE
2026-03-20,SC20260320-0020,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.12,1020.4,839,0.01100,89.05,FALSE
2026-03-20,SC20260320-0021,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.15,1020.6,840,0.01100,89.05,FALSE
2026-03-20,SC20260320-0022,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.00,1020.8,841,0.01100,89.05,FALSE
2026-03-20,SC20260320-0023,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.03,1021.0,842,0.01100,89.05,FALSE
2026-03-20,SC20260320-0024,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.05,1021.2,843,0.01100,89.05,FALSE
2026-03-20,SC20260320-0025,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.08,1021.4,844,0.01100,89.05,FALSE
2026-03-20,SC20260320-0026,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.10,1021.6,845,0.01100,89.05,FALSE
2026-03-20,SC20260320-0027,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.12,1021.8,846,0.01100,89.05,FALSE
2026-03-20,SC20260320-0028,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.15,1020.2,847,0.01100,89.07,FALSE
2026-03-20,SC20260320-0029,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.00,1020.4,848,0.01100,89.05,FALSE
2026-03-20,SC20260320-0030,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.03,1020.6,849,0.01100,89.05,FALSE
2026-03-20,SC20260320-0031,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.05,1020.8,850,0.01100,89.05,FALSE
2026-03-20,SC20260320-0032,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.08,1021.0,851,0.01100,89.05,FALSE
2026-03-20,SC20260320-0033,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.10,1021.2,852,0.01100,89.05,FALSE
2026-03-20,SC20260320-0034,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.12,1021.4,853,0.01100,89.05,FALSE
2026-03-20,SC20260320-0035,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.15,1021.6,854,0.01100,89.05,FALSE
2026-03-20,SC20260320-0036,1500m,試作品,YC-08,28.22,50.5,0.906,120.10,122.00,1021.8,855,0.01100,89.05,FALSE
2026-03-20,SC20260320-0037,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.03,1020.2,856,0.01100,89.05,FALSE
2026-03-20,SC20260320-0038,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.05,1020.4,857,0.01100,89.05,FALSE
2026-03-20,SC20260320-0039,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.08,1020.6,858,0.01100,89.05,FALSE
2026-03-20,SC20260320-0040,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.10,1020.8,859,0.01100,89.05,FALSE
2026-03-20,SC20260320-0041,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.12,1021.0,860,0.01100,89.05,FALSE
2026-03-20,SC20260320-0042,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.15,1021.2,861,0.01100,89.05,FALSE
2026-03-20,SC20260320-0043,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.00,1021.4,862,0.01100,89.05,FALSE
2026-03-20,SC20260320-0044,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.03,1021.6,863,0.01100,89.05,FALSE
2026-03-20,SC20260320-0045,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.05,1021.8,864,0.01100,89.05,FALSE
2026-03-20,SC20260320-0046,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.08,1020.2,865,0.01100,89.05,FALSE
2026-03-20,SC20260320-0047,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.10,1020.4,866,0.01100,89.07,FALSE
2026-03-20,SC20260320-0048,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.12,1020.6,867,0.01100,89.05,FALSE
2026-03-20,SC20260320-0049,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.15,1020.8,868,0.01100,89.05,FALSE
2026-03-20,SC20260320-0050,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.00,1021.0,869,0.01100,89.05,FALSE
2026-03-20,SC20260320-0051,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.03,1021.2,870,0.01100,89.05,FALSE
2026-03-20,SC20260320-0052,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.05,1021.4,871,0.01100,89.05,FALSE
2026-03-20,SC20260320-0053,500m,試作品,YC-08,28.21,50.7,0.900,120.08,122.08,1021.6,872,0.01100,89.05,FALSE
2026-03-20,SC20260320-0054,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.10,1021.8,873,0.01100,89.05,FALSE
2026-03-20,SC20260320-0055,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.12,1020.2,874,0.01100,89.05,FALSE
2026-03-20,SC20260320-0056,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.15,1020.4,875,0.01100,89.05,FALSE
2026-03-20,SC20260320-0057,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.00,1020.6,876,0.01100,89.05,FALSE
2026-03-20,SC20260320-0058,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.03,1020.8,877,0.01100,89.05,FALSE
2026-03-20,SC20260320-0059,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.05,1021.0,878,0.01100,89.05,FALSE
2026-03-20,SC20260320-0060,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.08,1021.2,879,0.01100,89.05,FALSE
2026-03-20,SC20260320-0061,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.10,1021.4,880,0.01100,89.05,FALSE
2026-03-20,SC20260320-0062,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.12,1021.6,881,0.01100,89.05,FALSE
2026-03-20,SC20260320-0063,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.15,1021.8,882,0.01100,89.05,FALSE
2026-03-20,SC20260320-0064,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.00,1020.2,883,0.01100,89.05,FALSE
2026-03-20,SC20260320-0065,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.03,1020.4,884,0.01100,89.05,FALSE
2026-03-20,SC20260320-0066,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.05,1020.6,885,0.01100,89.07,FALSE
2026-03-20,SC20260320-0067,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.08,1020.8,886,0.01100,89.05,FALSE
2026-03-20,SC20260320-0068,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.10,1021.0,887,0.01100,89.05,FALSE
2026-03-20,SC20260320-0069,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.12,1021.2,888,0.01100,89.05,FALSE
2026-03-20,SC20260320-0070,1000m,試作品,YC-08,28.20,50.9,0.902,120.06,122.15,1021.4,889,0.01100,89.05,FALSE
2026-03-20,SC20260320-0071,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.00,1021.6,890,0.01100,89.05,FALSE
2026-03-20,SC20260320-0072,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.03,1021.8,891,0.01100,89.05,FALSE
2026-03-20,SC20260320-0073,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.05,1020.2,892,0.01100,89.05,FALSE
2026-03-20,SC20260320-0074,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.08,1020.4,893,0.01100,89.05,FALSE
2026-03-20,SC20260320-0075,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.10,1020.6,894,0.01100,89.05,FALSE
2026-03-20,SC20260320-0076,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.12,1020.8,895,0.01100,89.05,FALSE
2026-03-20,SC20260320-0077,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.15,1021.0,896,0.01100,89.05,FALSE
2026-03-20,SC20260320-0078,1000m,製造,YC-08,28.22,50.7,0.902,120.10,122.00,1021.2,897,0.01100,89.05,FALSE
2026-03-20,SC20260320-0079,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.03,1021.4,898,0.01100,89.05,FALSE
2026-03-20,SC20260320-0080,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.05,1021.6,899,0.01100,89.05,FALSE
2026-03-20,SC20260320-0081,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.08,1021.8,900,0.01100,89.05,FALSE
2026-03-20,SC20260320-0082,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.10,1020.2,901,0.01100,89.05,FALSE
2026-03-20,SC20260320-0083,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.12,1020.4,902,0.01100,89.05,FALSE
2026-03-20,SC20260320-0084,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.15,1020.6,903,0.01100,89.05,FALSE
2026-03-20,SC20260320-0085,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.00,1020.8,904,0.01100,89.07,FALSE
2026-03-20,SC20260320-0086,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.03,1021.0,905,0.01100,89.05,FALSE
2026-03-20,SC20260320-0087,1200m,試作品,YC-08,28.22,50.6,0.904,120.04,122.05,1021.2,906,0.01100,89.05,FALSE
2026-03-20,SC20260320-0088,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.08,1021.4,907,0.01100,89.05,FALSE
2026-03-20,SC20260320-0089,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.10,1021.6,908,0.01100,89.05,FALSE
2026-03-20,SC20260320-0090,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.12,1021.8,909,0.01100,89.05,FALSE
2026-03-20,SC20260320-0091,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.15,1020.2,910,0.01100,89.05,FALSE
2026-03-20,SC20260320-0092,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.00,1020.4,911,0.01100,89.05,FALSE
2026-03-20,SC20260320-0093,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.03,1020.6,912,0.01100,89.05,FALSE
2026-03-20,SC20260320-0094,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.05,1020.8,913,0.01100,89.05,FALSE
2026-03-20,SC20260320-0095,1200m,製造,YC-08,28.21,50.9,0.904,120.08,122.08,1021.0,914,0.01100,89.05,FALSE
2026-03-20,SC20260320-0096,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.10,1021.2,915,0.01100,89.05,FALSE
2026-03-20,SC20260320-0097,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.12,1021.4,916,0.01100,89.05,FALSE
2026-03-20,SC20260320-0098,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.15,1021.6,917,0.01100,89.05,FALSE
2026-03-20,SC20260320-0099,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.00,1021.8,918,0.01100,89.05,FALSE
2026-03-20,SC20260320-0100,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.03,1020.2,919,0.01100,89.05,FALSE
2026-03-20,SC20260320-0101,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.05,1020.4,920,0.01100,89.05,FALSE
2026-03-20,SC20260320-0102,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.08,1020.6,921,0.01100,89.05,FALSE
2026-03-20,SC20260320-0103,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.10,1020.8,922,0.01100,89.05,FALSE
2026-03-20,SC20260320-0104,1500m,試作品,YC-08,28.21,50.8,0.906,120.02,122.12,1021.0,923,0.01100,89.07,FALSE
2026-03-20,SC20260320-0105,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.15,1021.2,924,0.01100,89.05,FALSE
2026-03-20,SC20260320-0106,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.00,1021.4,925,0.01100,89.05,FALSE
2026-03-20,SC20260320-0107,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.03,1021.6,926,0.01100,89.05,FALSE
2026-03-20,SC20260320-0108,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.05,1021.8,927,0.01100,89.05,FALSE
2026-03-20,SC20260320-0109,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.08,1020.2,928,0.01100,89.05,FALSE
2026-03-20,SC20260320-0110,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.10,1020.4,929,0.01100,89.05,FALSE
2026-03-20,SC20260320-0111,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.12,1020.6,930,0.01100,89.05,FALSE
2026-03-20,SC20260320-0112,1500m,製造,YC-08,28.20,50.6,0.906,120.06,122.15,1020.8,931,0.01100,89.05,FALSE
2026-03-20,SC20260320-0113,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.00,1021.0,932,0.01100,89.05,FALSE
2026-03-20,SC20260320-0114,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.03,1021.2,933,0.01100,89.05,FALSE
2026-03-20,SC20260320-0115,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.05,1021.4,934,0.01100,89.05,FALSE
2026-03-20,SC20260320-0116,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.08,1021.6,935,0.01100,89.05,FALSE
2026-03-20,SC20260320-0117,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.10,1021.8,936,0.01100,89.05,FALSE
2026-03-20,SC20260320-0118,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.12,1020.2,937,0.01100,89.05,FALSE
2026-03-20,SC20260320-0119,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.15,1020.4,938,0.01100,89.05,FALSE
2026-03-20,SC20260320-0120,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.00,1020.6,939,0.01100,89.05,FALSE
2026-03-20,SC20260320-0121,500m,試作品,YC-08,28.20,50.5,0.900,120.00,122.03,1020.8,940,0.01100,89.05,FALSE
2026-03-20,SC20260320-0122,1000m,製造,YC-08,28.21,50.6,0.902,120.02,122.05,1021.0,941,0.01100,89.05,FALSE
2026-03-20,SC20260320-0123,1200m,製造,YC-08,28.22,50.7,0.904,120.04,122.08,1021.2,942,0.01100,89.07,FALSE
2026-03-20,SC20260320-0124,1500m,製造,YC-08,28.20,50.8,0.906,120.06,122.10,1021.4,943,0.01100,89.05,FALSE
2026-03-20,SC20260320-0125,500m,製造,YC-08,28.21,50.9,0.900,120.08,122.12,1021.6,944,0.01100,89.05,FALSE
2026-03-20,SC20260320-0126,1000m,製造,YC-08,28.22,50.5,0.902,120.10,122.15,1021.8,945,0.01100,89.05,FALSE
2026-03-20,SC20260320-0127,1200m,製造,YC-08,28.20,50.6,0.904,120.00,122.00,1020.2,946,0.01100,89.05,FALSE
2026-03-20,SC20260320-0128,1500m,製造,YC-08,28.21,50.7,0.906,120.02,122.03,1020.4,947,0.01100,89.05,FALSE
2026-03-20,SC20260320-0129,500m,製造,YC-08,28.22,50.8,0.900,120.04,122.05,1020.6,948,0.01100,89.05,FALSE
2026-03-20,SC20260320-0130,1000m,製造,YC-08,28.20,50.9,0.902,120.06,122.08,1020.8,949,0.01100,89.05,FALSE
2026-03-20,SC20260320-0131,1200m,製造,YC-08,28.21,50.5,0.904,120.08,122.10,1021.0,950,0.01100,89.05,FALSE
2026-03-20,SC20260320-0132,1500m,製造,YC-08,28.22,50.6,0.906,120.10,122.12,1021.2,951,0.01100,89.05,FALSE
2026-03-20,SC20260320-0133,500m,製造,YC-08,28.20,50.7,0.900,120.00,122.15,1021.4,952,0.01100,89.05,FALSE
2026-03-20,SC20260320-0134,1000m,製造,YC-08,28.21,50.8,0.902,120.02,122.00,1021.6,953,0.01100,89.05,FALSE
2026-03-20,SC20260320-0135,1200m,製造,YC-08,28.22,50.9,0.904,120.04,122.03,1021.8,954,0.01100,89.05,FALSE
2026-03-20,SC20260320-0136,1500m,製造,YC-08,28.20,50.5,0.906,120.06,122.05,1020.2,955,0.01100,89.05,FALSE
2026-03-20,SC20260320-0137,500m,製造,YC-08,28.21,50.6,0.900,120.08,122.08,1020.4,956,0.01100,89.05,FALSE
2026-03-20,SC20260320-0138,1000m,試作品,YC-08,28.22,50.7,0.902,120.10,122.10,1020.6,957,0.01100,89.05,FALSE
2026-03-20,SC20260320-0139,1200m,製造,YC-08,28.20,50.8,0.904,120.00,122.12,1020.8,958,0.01100,89.05,FALSE
2026-03-20,SC20260320-0140,1500m,製造,YC-08,28.21,50.9,0.906,120.02,122.15,1021.0,959,0.01100,89.05,FALSE
2026-03-20,SC20260320-0141,500m,製造,YC-08,28.22,50.5,0.900,120.04,122.00,1021.2,960,0.01100,89.05,FALSE
2026-03-20,SC20260320-0142,1000m,製造,YC-08,28.20,50.6,0.902,120.06,122.03,1021.4,961,0.01100,89.07,FALSE
2026-03-20,SC20260320-0143,1200m,製造,YC-08,28.21,50.7,0.904,120.08,122.05,1021.6,962,0.01100,89.05,FALSE
2026-03-20,SC20260320-0144,1500m,製造,YC-08,28.22,50.8,0.906,120.10,122.08,1021.8,963,0.01100,89.05,FALSE
2026-03-20,SC20260320-0145,500m,製造,YC-08,28.20,50.9,0.900,120.00,122.10,1020.2,964,0.01100,89.05,FALSE
2026-03-20,SC20260320-0146,1000m,製造,YC-08,28.21,50.5,0.902,120.02,122.12,1020.4,965,0.01100,89.05,FALSE
2026-03-20,SC20260320-0147,1200m,製造,YC-08,28.22,50.6,0.904,120.04,122.15,1020.6,966,0.01100,89.05,FALSE
2026-03-20,SC20260320-0148,1500m,製造,YC-08,28.20,50.7,0.906,120.06,122.00,1020.8,967,0.01100,89.05,FALSE
2026-03-20,SC20260320-0149,500m,製造,YC-08,28.21,50.8,0.900,120.08,122.03,1021.0,968,0.01100,89.05,FALSE
2026-03-20,SC20260320-0150,1000m,製造,YC-08,28.22,50.9,0.902,120.10,122.05,1021.2,969,0.01100,89.05,FALSE
2026-03-20,SC20260320-0151,1200m,製造,YC-08,28.20,50.5,0.904,120.00,122.08,1021.4,970,0.01100,89.05,FALSE
2026-03-20,SC20260320-0152,1500m,製造,YC-08,28.21,50.6,0.906,120.02,122.10,1021.6,971,0.01100,89.05,FALSE
2026-03-20,SC20260320-0153,500m,製造,YC-08,28.22,50.7,0.900,120.04,122.12,1021.8,972,0.01100,89.05,FALSE
2026-03-20,SC20260320-0154,1000m,製造,YC-08,28.20,50.8,0.902,120.06,122.15,1020.2,973,0.01100,89.05,FALSE
2026-03-20,SC20260320-0155,1200m,試作品,YC-08,28.21,50.9,0.904,120.08,122.00,1020.4,974,0.01100,89.05,FALSE
2026-03-20,SC20260320-0156,1500m,製造,YC-08,28.22,50.5,0.906,120.10,122.03,1020.6,975,0.01100,89.05,FALSE
2026-03-20,SC20260320-0157,500m,製造,YC-08,28.20,50.6,0.900,120.00,122.05,1020.8,976,0.01100,89.05,FALSE
2026-03-20,SC20260320-0158,1000m,製造,YC-08,28.21,50.7,0.902,120.02,122.08,1021.0,977,0.01100,89.05,FALSE
2026-03-20,SC20260320-0159,1200m,製造,YC-08,28.22,50.8,0.904,120.04,122.10,1021.2,978,0.01100,89.05,FALSE
2026-03-20,SC20260320-0160,1500m,製造,YC-08,28.20,50.9,0.906,120.06,122.12,1021.4,979,0.01100,89.05,FALSE
2026-03-20,SC20260320-0161,500m,製造,YC-08,28.21,50.5,0.900,120.08,122.15,1021.6,980,0.01100,89.07,FALSE
2026-03-20,SC20260320-0162,1000m,製造,YC-08,28.22,50.6,0.902,120.10,122.00,1021.8,981,0.01100,89.05,FALSE
2026-03-20,SC20260320-0163,1200m,製造,YC-08,28.20,50.7,0.904,120.00,122.03,1020.2,982,0.01100,89.05,FALSE
2026-03-20,SC20260320-0164,1500m,製造,YC-08,28.21,50.8,0.906,120.02,122.05,1020.4,983,0.01100,89.05,FALSE
2026-03-20,SC20260320-0165,500m,製造,YC-08,28.22,50.9,0.900,120.04,122.08,1020.6,984,0.01100,89.05,FALSE
2026-03-20,SC20260320-0166,1000m,製造,YC-08,28.20,50.5,0.902,120.06,122.10,1020.8,985,0.01100,89.05,FALSE
2026-03-20,SC20260320-0167,1200m,製造,YC-08,28.21,50.6,0.904,120.08,122.12,1021.0,986,0.01100,89.05,FALSE
2026-03-20,SC20260320-0168,1500m,製造,YC-08,28.22,50.7,0.906,120.10,122.15,1021.2,987,0.01100,89.05,FALSE
2026-03-20,SC20260320-0169,500m,製造,YC-08,28.20,50.8,0.900,120.00,122.00,1021.4,988,0.01100,89.05,FALSE
2026-03-20,SC20260320-0170,1000m,製造,YC-08,28.21,50.9,0.902,120.02,122.03,1021.6,989,0.01100,89.05,FALSE
2026-03-20,SC20260320-0171,1200m,製造,YC-08,28.22,50.5,0.904,120.04,122.05,1021.8,990,0.01100,89.05,FALSE
2026-03-20,SC20260320-0172,1500m,試作品,YC-08,28.20,50.6,0.906,120.06,122.08,1020.2,991,0.01100,89.05,FALSE
2026-03-20,SC20260320-0173,500m,製造,YC-08,28.21,50.7,0.900,120.08,122.10,1020.4,992,0.01100,89.05,FALSE
2026-03-20,SC20260320-0174,1000m,製造,YC-08,28.22,50.8,0.902,120.10,122.12,1020.6,993,0.01100,89.05,FALSE
2026-03-20,SC20260320-0175,1200m,製造,YC-08,28.20,50.9,0.904,120.00,122.15,1020.8,994,0.01100,89.05,FALSE
2026-03-20,SC20260320-0176,1500m,製造,YC-08,28.21,50.5,0.906,120.02,122.00,1021.0,995,0.01100,89.05,FALSE
2026-03-20,SC20260320-0177,500m,製造,YC-08,28.22,50.6,0.900,120.04,122.03,1021.2,996,0.01100,89.05,FALSE
2026-03-20,SC20260320-0178,1000m,製造,YC-08,28.20,50.7,0.902,120.06,122.05,1021.4,997,0.01100,89.05,FALSE
2026-03-20,SC20260320-0179,1200m,製造,YC-08,28.21,50.8,0.904,120.08,122.08,1021.6,998,0.01100,89.05,FALSE
2026-03-20,SC20260320-0180,1500m,製造,YC-08,28.22,50.9,0.906,120.10,122.10,1021.8,999,0.01100,89.07,FALSE
2026-03-20,SC20260320-0181,500m,製造,YC-08,28.20,50.5,0.900,120.00,122.12,1020.2,1000,0.01100,89.05,FALSE
